path,label,source,quality,food_category,defect_type,generator
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_mini__000573.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_mini__000573.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000007.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000007.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__altro__crudo__gpt_image_1_5__000066.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__altro__crudo__gpt_image_1_5__000066.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001036.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001036.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000004.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000004.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001015.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001015.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002331.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002331.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000210.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000210.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000517.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000517.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_5__000181.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_5__000181.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__dessert__marcio__gpt_image_1_5__000182.jpg,1,modificate,,ds6__whatsapp_vale_id__modificate__dessert__marcio__gpt_image_1_5__000182.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001111.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001111.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__altro__000093.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__altro__000093.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__riso_paella__000343.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__riso_paella__000343.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000461.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000461.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000704.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000704.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001103.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001103.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000761.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000761.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000631.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000631.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000994.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000994.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000233.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000233.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000799.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000799.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000302.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000302.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000751.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000751.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001353.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001353.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000637.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000637.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__riso__paella__crudo__gpt_image_1_5__000785.jpg,1,modificate,,ds5__raw_vale_id__modificate__riso__paella__crudo__gpt_image_1_5__000785.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002239.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002239.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002168.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002168.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__bruciato__gpt_image_1_5__002383.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__bruciato__gpt_image_1_5__002383.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__carne__000158.jpg,0,originali,ds5__raw_vale_id__originali__buono__carne__000158.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000860.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000860.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__altro__marcio__gpt_image_1_5__000054.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__altro__marcio__gpt_image_1_5__000054.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001531.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001531.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001453.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001453.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002191.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002191.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002214.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002214.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__riso__paella__marcio__gpt_image_1_5__000817.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__riso__paella__marcio__gpt_image_1_5__000817.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pizza__bruciato__gpt_image_1_5__000685.jpg,1,modificate,,ds5__raw_vale_id__modificate__pizza__bruciato__gpt_image_1_5__000685.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001245.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001245.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds4__platsim_whatsapp_vale_id__originali__buono__carne__000054.jpg,0,originali,ds4__platsim_whatsapp_vale_id__originali__buono__carne__000054.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__riso__paella__crudo__gpt_image_1_5__000381.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__riso__paella__crudo__gpt_image_1_5__000381.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001136.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001136.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000895.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000895.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__carne__000156.jpeg,0,originali,ds5__raw_vale_id__originali__buono__carne__000156.jpeg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__riso_paella__000349.jpg,0,originali,ds5__raw_vale_id__originali__buono__riso_paella__000349.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001093.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001093.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__fritti__bruciato__gpt_image_1_mini__001417.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__fritti__bruciato__gpt_image_1_mini__001417.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002095.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002095.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__pasta__bruciato__gpt_image_1_5__000227.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__pasta__bruciato__gpt_image_1_5__000227.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000908.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000908.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000254.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000254.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002125.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002125.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000603.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000603.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001919.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__marcio__gpt_image_1_5__001919.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000131.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000131.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__sushi__marcio__gpt_image_1_5__000411.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__sushi__marcio__gpt_image_1_5__000411.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__dessert__000195.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__dessert__000195.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002147.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002147.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002345.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002345.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002172.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002172.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002084.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002084.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_mini__001883.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_mini__001883.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001326.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001326.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001000.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001000.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_5__001618.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__frutta_verdura__marcio__gpt_image_1_5__001618.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__carne__bruciato__gpt_image_1_5__000292.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__carne__bruciato__gpt_image_1_5__000292.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000625.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000625.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__altro__bruciato__gpt_image_1_5__000020.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__altro__bruciato__gpt_image_1_5__000020.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__marcio__gpt_image_1_5__002537.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__marcio__gpt_image_1_5__002537.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000536.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000536.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001162.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001162.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000045.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000045.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__sushi__insetti__gpt_image_1_5__000833.jpg,1,modificate,,ds5__raw_vale_id__modificate__sushi__insetti__gpt_image_1_5__000833.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__sushi__marcio__gpt_image_1_mini__000870.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__sushi__marcio__gpt_image_1_mini__000870.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001423.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001423.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000368.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000368.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__riso__paella__bruciato__gpt_image_1_5__000360.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__riso__paella__bruciato__gpt_image_1_5__000360.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002367.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002367.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000560.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000560.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000589.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000589.jpg,,
